text
"Order Placement: 2025-04-26 18:30:18.397769, Customer: Holly Garza, Time of Order: 21:16:27, Location: North Josephmouth, Texas, Mayotte - 14361, Product ID: ELEC-LAP-0004, Quantity: 1, Payment Method: Debit Card"
"Order Placement: 2025-04-04 08:51:09.858814, Customer: Justin Hawkins, Time of Order: 06:45:49, Location: Port Brianna, Rhode Island, Martinique - 78384, Product ID: ELEC-CAM-0008, Category: Electronics, Subcategory: Cameras, Quantity: 4, Payment Method: Credit Card, Price: $$108.09, Supplier: Supplier_3, Carrier: Richards, Christian and Wells, Tracking Number: sgX-55459976, Shipment Date: 2025-04-05, Estimated Delivery: 2025-04-09, Actual Delivery: 2025-04-10, Status: Delayed"
"Order Placement: 2025-04-29 23:49:45.233637, Customer: Anthony Fox, Time of Order: 05:45:26, Location: Lake Cesar, Rhode Island, Saint Martin - 86058, Product ID: ELEC-CAM-0003, Category: Electronics, Subcategory: Cameras, Quantity: 5, Payment Method: Debit Card, Price: $$1,775.69, Supplier: Supplier_6, Supplier_10, Carrier: Baird, Flores and Flores, Tracking Number: jIl-78478189, Shipment Date: 2025-05-01, Estimated Delivery: 2025-05-03, Actual Delivery: , Status: Cancelled"
"Order Placement: 2025-04-25 20:21:01.910768, Customer: Nicholas Taylor, Time of Order: 07:04:17, Location: Natashastad, New York, Malawi - 49794, Product ID: GROC-FRT-0001, Category: Groceries, Subcategory: Fruits, Quantity: 1, Payment Method: Paypal, Price: $$554.72, Supplier: Supplier_1, Supplier_2, Carrier: Patel PLC, Tracking Number: NEO-46809980, Shipment Date: 2025-04-26, Estimated Delivery: 2025-04-30, Actual Delivery: , Status: Processing"
"Order Placement: 2025-04-26 22:36:36.247875, Customer: Sarah Gray, Time of Order: 04:07:46, Location: Lake Anthony, Maryland, Puerto Rico - 50757, Product ID: FURN-BED-0003, Category: Furniture, Subcategory: Beds, Quantity: 2, Payment Method: Credit Card, Price: $$1,275.81, Supplier: Supplier_9, Carrier: Orr-Richard, Tracking Number: IZG-25387029, Shipment Date: 2025-04-28, Estimated Delivery: 2025-05-03, Actual Delivery: , Status: Out for Delivery"
"Order Placement: 2025-04-17 08:54:05.613599, Customer: Donald Patel, Time of Order: 23:59:07, Location: Tuckerburgh, North Dakota, Papua New Guinea - 03675, Product ID: GROC-FRT-0004, Category: Groceries, Subcategory: Fruits, Quantity: 5, Payment Method: Credit Card, Price: $$1,392.07, Supplier: Supplier_1, Supplier_6, Carrier: Jenkins-Odonnell, Tracking Number: kBQ-81286719, Shipment Date: 2025-04-19, Estimated Delivery: 2025-04-26, Actual Delivery: , Status: Processing"
"Order Placement: 2025-05-02 22:52:11.280333, Customer: Christopher Little, Time of Order: 02:51:47, Location: South Russell, California, Luxembourg - 70123, Product ID: AUTO-FIL-0004, Category: Automotive, Subcategory: Filters, Quantity: 2, Payment Method: Paypal, Price: $$1,246.55, Supplier: Supplier_3, Supplier_2, Carrier: Simmons-Turner, Tracking Number: QIu-20195754, Shipment Date: 2025-05-02, Estimated Delivery: 2025-05-06, Actual Delivery: , Status: Cancelled"
"Order Placement: 2025-04-05 02:51:35.823012, Customer: Lawrence Bailey, Time of Order: 02:54:49, Location: Jessicamouth, North Dakota, Estonia - 03248, Product ID: ELEC-TAB-0002, Category: Electronics, Subcategory: Tablets, Quantity: 3, Payment Method: Debit Card, Price: $$1,581.06, Supplier: Supplier_5, Carrier: Chen Group, Tracking Number: JSy-57153296, Shipment Date: 2025-04-06, Estimated Delivery: 2025-04-12, Actual Delivery: 2025-04-12, Status: Delivered"
"Order Placement: 2025-04-06 02:34:15.632084, Customer: Lucas Henderson, Time of Order: 15:09:49, Location: Troyfort, Florida, Norfolk Island - 66273, Product ID: AUTO-FIL-0008, Category: Automotive, Subcategory: Filters, Quantity: 4, Payment Method: Credit Card, Price: $$856.33, Supplier: Supplier_1, Carrier: Lucero, Williams and Garza, Tracking Number: MnY-09448243, Shipment Date: 2025-04-08, Estimated Delivery: 2025-04-10, Actual Delivery: , Status: In Transit"
"Order Placement: 2025-04-12 15:43:18.836532, Customer: Theresa Zimmerman, Time of Order: 06:06:51, Location: Lake Michael, New York, Norway - 85141, Product ID: FURN-CAB-0005, Category: Furniture, Subcategory: Cabinets, Quantity: 4, Payment Method: Debit Card, Price: $$181.83, Supplier: Supplier_6, Carrier: Jones Inc, Tracking Number: QMl-18999749, Shipment Date: 2025-04-13, Estimated Delivery: 2025-04-17, Actual Delivery: 2025-04-20, Status: Delayed"
"Order Placement: 2025-04-18 00:40:28.178604, Customer: Kristen Pierce, Time of Order: 06:24:02, Location: South Deborah, Tennessee, Libyan Arab Jamahiriya - 84252, Product ID: FURN-CHR-0009, Category: Furniture, Subcategory: Chairs, Quantity: 5, Payment Method: Credit Card, Price: $$627.34, Supplier: Supplier_1, Carrier: King, Jennings and Bennett, Tracking Number: zjb-42104630, Shipment Date: 2025-04-18, Estimated Delivery: 2025-04-20, Actual Delivery: 2025-04-20, Status: Delivered"
"Order Placement: 2025-04-28 01:23:14.574011, Customer: Rachael Foster, Time of Order: 09:14:20, Location: New Jasonshire, Wyoming, Equatorial Guinea - 29353, Product ID: APPR-JNS-0002, Category: Apparel, Subcategory: Jeans, Quantity: 4, Payment Method: Paypal, Price: $$545.89, Supplier: Supplier_8, Carrier: Henderson Group, Tracking Number: rkJ-68877261, Shipment Date: 2025-04-28, Estimated Delivery: 2025-05-04, Actual Delivery: , Status: In Transit"
"Order Placement: 2025-04-04 10:23:33.646919, Customer: Carrie Freeman, Time of Order: 18:17:29, Location: West Brittney, Virginia, Azerbaijan - 94842, Product ID: FURN-BED-0001, Category: Furniture, Subcategory: Beds, Quantity: 3, Payment Method: Credit Card, Price: $$289.49, Supplier: Supplier_7, Carrier: Sexton-Rosales, Tracking Number: szq-99928044, Shipment Date: 2025-04-05, Estimated Delivery: 2025-04-07, Actual Delivery: , Status: Order Received"
"Order Placement: 2025-04-11 05:47:27.987276, Customer: Alexis Avila, Time of Order: 13:37:39, Location: Port Alexandriamouth, Nevada, Comoros - 33103, Product ID: APPR-SHT-0009, Category: Apparel, Subcategory: Shirts, Quantity: 5, Payment Method: Credit Card, Price: $$838.60, Supplier: Supplier_6, Supplier_8, Carrier: Ferguson-Duarte, Tracking Number: TEd-74596509, Shipment Date: 2025-04-13, Estimated Delivery: 2025-04-18, Actual Delivery: , Status: Out for Delivery"
"Order Placement: 2025-04-18 07:49:30.498482, Customer: Erica Cole, Time of Order: 03:36:55, Location: East Christianchester, Vermont, Sudan - 21399, Product ID: GROC-FRT-0004, Category: Groceries, Subcategory: Fruits, Quantity: 3, Payment Method: Paypal, Price: $$1,392.07, Supplier: Supplier_1, Supplier_6, Carrier: Dennis PLC, Tracking Number: OZZ-34940342, Shipment Date: 2025-04-20, Estimated Delivery: 2025-04-24, Actual Delivery: 2025-04-26, Status: Delayed"
"Order Placement: 2025-04-30 13:06:50.800096, Customer: Nicholas Jackson, Time of Order: 22:18:18, Location: Alyssaville, New Hampshire, Qatar - 43486, Product ID: FURN-CHR-0002, Category: Furniture, Subcategory: Chairs, Quantity: 3, Payment Method: Paypal, Price: $$50.51, Supplier: Supplier_9, Carrier: Hardin LLC, Tracking Number: QsX-20460763, Shipment Date: 2025-04-30, Estimated Delivery: 2025-05-07, Actual Delivery: , Status: Order Received"
"Order Placement: 2025-04-06 20:28:43.636363, Customer: Paige Li, Time of Order: 13:53:22, Location: East Ryanmouth, Utah, Germany - 56507, Product ID: FURN-BED-0004, Category: Furniture, Subcategory: Beds, Quantity: 5, Payment Method: Credit Card, Price: $$647.14, Supplier: Supplier_10, Supplier_2, Carrier: Davis, Smith and Richards, Tracking Number: pDZ-65636426, Shipment Date: 2025-04-06, Estimated Delivery: 2025-04-13, Actual Delivery: , Status: Order Received"
"Order Placement: 2025-04-22 04:05:11.122287, Customer: Troy Rodriguez, Time of Order: 18:10:36, Location: Lake Billyside, West Virginia, Peru - 48545, Product ID: GROC-FRT-0001, Category: Groceries, Subcategory: Fruits, Quantity: 2, Payment Method: Credit Card, Price: $$554.72, Supplier: Supplier_1, Supplier_2, Carrier: Sawyer Ltd, Tracking Number: TGZ-43181288, Shipment Date: 2025-04-22, Estimated Delivery: 2025-04-24, Actual Delivery: , Status: Out for Delivery"
"Order Placement: 2025-04-28 20:16:26.673239, Customer: Perry Long, Time of Order: 16:55:41, Location: Williamsland, Tennessee, Norfolk Island - 04273, Product ID: APPR-SHS-0002, Category: Apparel, Subcategory: Shoes, Quantity: 1, Payment Method: Paypal, Price: $$390.74, Supplier: Supplier_5, Carrier: Rowland-Jefferson, Tracking Number: UzM-14016995, Shipment Date: 2025-04-28, Estimated Delivery: 2025-05-04, Actual Delivery: , Status: Processing"
"Order Placement: 2025-04-08 16:19:44.023175, Customer: Linda Gill, Time of Order: 02:30:17, Location: North Brandon, Indiana, Singapore - 52061, Product ID: ELEC-CAM-0003, Category: Electronics, Subcategory: Cameras, Quantity: 4, Payment Method: Debit Card, Price: $$1,775.69, Supplier: Supplier_6, Supplier_10, Carrier: Cox PLC, Tracking Number: fJp-64418444, Shipment Date: 2025-04-08, Estimated Delivery: 2025-04-11, Actual Delivery: , Status: In Transit"
"Order Placement: 2025-04-11 19:44:22.137605, Customer: Caroline Graham, Time of Order: 18:52:47, Location: New Dominiquemouth, Michigan, Saint Kitts and Nevis - 14393, Product ID: AUTO-FIL-0006, Category: Automotive, Subcategory: Filters, Quantity: 4, Payment Method: Paypal, Price: $$771.81, Supplier: Supplier_2, Carrier: Harrell-Scott, Tracking Number: FHM-18474324, Shipment Date: 2025-04-11, Estimated Delivery: 2025-04-14, Actual Delivery: , Status: Processing"
"Order Placement: 2025-04-24 07:08:36.385033, Customer: Kevin Andrews, Time of Order: 07:27:23, Location: Curryport, Wyoming, Philippines - 86170, Product ID: APPR-SHS-0008, Category: Apparel, Subcategory: Shoes, Quantity: 2, Payment Method: Credit Card, Price: $$51.01, Supplier: Supplier_4, Supplier_2, Carrier: Williams, Clark and Clay, Tracking Number: nja-83137798, Shipment Date: 2025-04-24, Estimated Delivery: 2025-04-30, Actual Delivery: 2025-04-30, Status: Delivered"
"Order Placement: 2025-04-17 00:54:04.785872, Customer: Vicki Lang, Time of Order: 00:24:49, Location: Ryanside, Oklahoma, Denmark - 33674, Product ID: APPR-SHT-0005, Category: Apparel, Subcategory: Shirts, Quantity: 2, Payment Method: Paypal, Price: $$867.24, Supplier: Supplier_1, Supplier_3, Carrier: Perez-Hawkins, Tracking Number: lOr-93068589, Shipment Date: 2025-04-18, Estimated Delivery: 2025-04-21, Actual Delivery: , Status: Processing"
"Order Placement: 2025-05-03 05:28:13.051411, Customer: Tina Bell, Time of Order: 10:36:45, Location: North Nicholaston, Tennessee, Iraq - 59662, Product ID: APPR-SHS-0007, Category: Apparel, Subcategory: Shoes, Quantity: 1, Payment Method: Debit Card, Price: $$755.58, Supplier: Supplier_9, Carrier: Whitney-Casey, Tracking Number: SEJ-77005607, Shipment Date: 2025-05-03, Estimated Delivery: 2025-05-06, Actual Delivery: , Status: In Transit"
"Order Placement: 2025-05-01 08:03:50.359177, Customer: Brett Campos, Time of Order: 19:52:05, Location: Walkerborough, Delaware, Estonia - 39795, Product ID: AUTO-FIL-0009, Category: Automotive, Subcategory: Filters, Quantity: 2, Payment Method: Paypal, Price: $$796.77, Supplier: Supplier_7, Carrier: Bray Group, Tracking Number: mWR-09326552, Shipment Date: 2025-05-03, Estimated Delivery: 2025-05-10, Actual Delivery: , Status: Cancelled"
"Order Placement: 2025-04-27 15:59:45.163734, Customer: Ryan Robinson, Time of Order: 02:53:38, Location: Walkerberg, Washington, Niger - 44271, Product ID: APPR-JNS-0001, Category: Apparel, Subcategory: Jeans, Quantity: 1, Payment Method: Paypal, Price: $$459.48, Supplier: Supplier_7, Carrier: Moore, Parker and Moore, Tracking Number: ADo-64460268, Shipment Date: 2025-04-29, Estimated Delivery: 2025-05-04, Actual Delivery: 2025-05-04, Status: Delivered"
"Order Placement: 2025-04-07 00:03:45.542616, Customer: Jonathan Hill, Time of Order: 23:27:13, Location: Christopherfort, Wisconsin, Cape Verde - 83781, Product ID: AUTO-FIL-0003, Category: Automotive, Subcategory: Filters, Quantity: 3, Payment Method: Credit Card, Price: $$680.63, Supplier: Supplier_2, Supplier_10, Carrier: Green LLC, Tracking Number: Clm-47425451, Shipment Date: 2025-04-08, Estimated Delivery: 2025-04-11, Actual Delivery: , Status: Out for Delivery"
"Order Placement: 2025-04-22 07:48:39.600993, Customer: Sarah Lee DDS, Time of Order: 09:46:37, Location: West Jerryview, Texas, Cambodia - 23873, Product ID: APPR-SHS-0001, Category: Apparel, Subcategory: Shoes, Quantity: 4, Payment Method: Paypal, Price: $$959.30, Supplier: Supplier_9, Supplier_6, Carrier: Stanton and Sons, Tracking Number: OMg-19883524, Shipment Date: 2025-04-23, Estimated Delivery: 2025-04-25, Actual Delivery: , Status: In Transit"
"Order Placement: 2025-04-13 11:49:44.144876, Customer: Jane Vargas, Time of Order: 17:55:43, Location: Lake Joseph, Virginia, Marshall Islands - 26536, Product ID: ELEC-CAM-0004, Category: Electronics, Subcategory: Cameras, Quantity: 4, Payment Method: Credit Card, Price: $$181.78, Supplier: Supplier_2, Carrier: Castillo LLC, Tracking Number: dUj-31355350, Shipment Date: 2025-04-13, Estimated Delivery: 2025-04-15, Actual Delivery: , Status: Order Received"
"Order Placement: 2025-04-19 01:14:38.032665, Customer: Christopher Fisher, Time of Order: 10:33:13, Location: Lake Kristine, Virginia, Korea - 25316, Product ID: FURN-CHR-0006, Category: Furniture, Subcategory: Chairs, Quantity: 2, Payment Method: Debit Card, Price: $$150.69, Supplier: Supplier_2, Carrier: Valenzuela-Chen, Tracking Number: UcY-19536162, Shipment Date: 2025-04-19, Estimated Delivery: 2025-04-24, Actual Delivery: , Status: Processing"
"Order Placement: 2025-04-04 08:25:14.137678, Customer: Mary Simon, Time of Order: 09:25:36, Location: East George, Utah, Taiwan - 54534, Product ID: ELEC-LAP-0003, Category: Electronics, Subcategory: Laptops, Quantity: 5, Payment Method: Paypal, Price: $$1,804.80, Supplier: Supplier_1, Supplier_4, Carrier: Young-Berry, Tracking Number: Blr-81089161, Shipment Date: 2025-04-05, Estimated Delivery: 2025-04-11, Actual Delivery: , Status: Processing"
"Order Placement: 2025-04-08 05:36:09.933578, Customer: Kimberly Morris, Time of Order: 00:59:18, Location: New Jeremyside, Georgia, Pakistan - 36785, Product ID: GROC-FRT-0006, Category: Groceries, Subcategory: Fruits, Quantity: 2, Payment Method: Credit Card, Price: $$1,504.54, Supplier: Supplier_8, Carrier: Blevins, Lucero and King, Tracking Number: RXa-46826855, Shipment Date: 2025-04-09, Estimated Delivery: 2025-04-13, Actual Delivery: , Status: Cancelled"
"Order Placement: 2025-04-28 05:44:12.233387, Customer: Jonathan Rogers, Time of Order: 04:51:37, Location: West Billy, Kentucky, Nepal - 10041, Product ID: FURN-BED-0004, Category: Furniture, Subcategory: Beds, Quantity: 2, Payment Method: Paypal, Price: $$647.14, Supplier: Supplier_10, Supplier_2, Carrier: Rosario Inc, Tracking Number: LPA-79222149, Shipment Date: 2025-04-29, Estimated Delivery: 2025-05-04, Actual Delivery: , Status: Processing"
"Order Placement: 2025-04-29 07:20:27.912981, Customer: Christopher Moore II, Time of Order: 02:56:13, Location: North Brandonmouth, Montana, Cambodia - 72884, Product ID: APPR-JNS-0002, Category: Apparel, Subcategory: Jeans, Quantity: 3, Payment Method: Credit Card, Price: $$545.89, Supplier: Supplier_8, Carrier: Davis-Coleman, Tracking Number: YYW-53723435, Shipment Date: 2025-04-30, Estimated Delivery: 2025-05-02, Actual Delivery: , Status: Cancelled"
"Order Placement: 2025-04-26 11:26:41.979893, Customer: David Armstrong, Time of Order: 07:34:24, Location: New Manuel, Mississippi, Myanmar - 64230, Product ID: AUTO-FIL-0008, Category: Automotive, Subcategory: Filters, Quantity: 1, Payment Method: Credit Card, Price: $$856.33, Supplier: Supplier_1, Carrier: Smith, Suarez and Copeland, Tracking Number: AWa-38619799, Shipment Date: 2025-04-26, Estimated Delivery: 2025-05-03, Actual Delivery: , Status: Out for Delivery"
"Order Placement: 2025-04-27 10:58:44.941096, Customer: Katherine Reynolds, Time of Order: 20:21:54, Location: East Michellefort, New Hampshire, Peru - 23834, Product ID: APPR-SHS-0003, Category: Apparel, Subcategory: Shoes, Quantity: 4, Payment Method: Paypal, Price: $$436.33, Supplier: Supplier_3, Supplier_2, Carrier: Ibarra, Calhoun and Henry, Tracking Number: Vfq-81524455, Shipment Date: 2025-04-27, Estimated Delivery: 2025-04-30, Actual Delivery: , Status: Processing"
"Order Placement: 2025-04-25 05:36:42.536989, Customer: Matthew Hoffman, Time of Order: 17:38:50, Location: South Michele, Michigan, Gabon - 24623, Product ID: AUTO-FIL-0002, Category: Automotive, Subcategory: Filters, Quantity: 3, Payment Method: Credit Card, Price: $$922.24, Supplier: Supplier_3, Carrier: Harris LLC, Tracking Number: OVs-07750401, Shipment Date: 2025-04-27, Estimated Delivery: 2025-05-02, Actual Delivery: 2025-05-05, Status: Delayed"
"Order Placement: 2025-05-02 15:57:01.501974, Customer: Katherine Fields, Time of Order: 06:55:47, Location: Miguelstad, Ohio, Myanmar - 27680, Product ID: APPR-JKT-0002, Category: Apparel, Subcategory: Jackets, Quantity: 1, Payment Method: Debit Card, Price: $$1,163.29, Supplier: Supplier_3, Carrier: Cantu, Young and Ford, Tracking Number: Drk-56588806, Shipment Date: 2025-05-03, Estimated Delivery: 2025-05-09, Actual Delivery: 2025-05-09, Status: Delivered"
"Order Placement: 2025-04-25 00:04:59.110414, Customer: Stephanie Perez, Time of Order: 05:01:43, Location: East Michaelburgh, North Dakota, Kuwait - 48049, Product ID: ELEC-CAM-0008, Category: Electronics, Subcategory: Cameras, Quantity: 3, Payment Method: Paypal, Price: $$108.09, Supplier: Supplier_3, Carrier: Baird LLC, Tracking Number: Sbb-56856906, Shipment Date: 2025-04-26, Estimated Delivery: 2025-05-01, Actual Delivery: , Status: In Transit"
"Order Placement: 2025-04-24 10:59:32.423071, Customer: Thomas Johnson, Time of Order: 16:27:03, Location: Thomastown, Tennessee, Australia - 10058, Product ID: AUTO-TIR-0004, Category: Automotive, Subcategory: Tires, Quantity: 5, Payment Method: Paypal, Price: $$514.26, Supplier: Supplier_2, Carrier: Harmon PLC, Tracking Number: WWo-18738674, Shipment Date: 2025-04-24, Estimated Delivery: 2025-04-27, Actual Delivery: 2025-04-30, Status: Delayed"
"Order Placement: 2025-04-16 08:45:21.603468, Customer: Jeffrey Odonnell, Time of Order: 18:46:53, Location: Smithburgh, Michigan, Pakistan - 31845, Product ID: APPR-JNS-0001, Category: Apparel, Subcategory: Jeans, Quantity: 1, Payment Method: Credit Card, Price: $$459.48, Supplier: Supplier_7, Carrier: Lane Inc, Tracking Number: rbR-33967992, Shipment Date: 2025-04-16, Estimated Delivery: 2025-04-23, Actual Delivery: , Status: Processing"
